numero,indice,id,nivellement,date_fiche,reseau,site_nom,site_num,commune,ld,departement,description,gps,vu,lat,lon,ele,x,y,z,precision_plani_max,precision_alti_max,ref_latlon,ref_proj,ref_proj_epsg,ref_proj_alti
0103701-01,a,183,R'.B.P3 - 108-II,2017/01/22,Réseau de base,BENONCES I,0103701,BENONCES,CALVAIRE DE PORTES,AIN (01),Borne 1946 en granit gravée IGN : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2012,45.857334847222226,5.491579569444444,1073.973,893298.52,6531680.763,1024.73,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0103701-02,b,184,R'.B.P3 - 108-I,2017/01/22,Réseau de base,BENONCES I,0103701,BENONCES,CALVAIRE DE PORTES,AIN (01),Regard en béton : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2012,45.858032550000004,5.491103238888889,1067.645,893259.134,6531757.039,1018.379,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0103701-03,c,185,R'.B.P3 - 80,2017/01/22,Réseau de base,BENONCES I,0103701,BENONCES,CALVAIRE DE PORTES,AIN (01),Rocher : Repère de nivellement,ok,2012,45.84463483333334,5.505600122222222,920.236,894430.625,6530305.55,870.801,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0103701-04,d,186,,2017/01/22,Réseau de base,BENONCES I,0103701,BENONCES,CALVAIRE DE PORTES,AIN (01),Borne 1980 en granit gravée IGN,ok,2012,45.85950777777778,5.4839691111111115,1059.85,892700.7,6531903.35,1010.62,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0103701-05,e,187,,2017/01/22,Réseau de base,BENONCES I,0103701,BENONCES,CALVAIRE DE PORTES,AIN (01),Croix : Centre,,2012,45.8573315,5.491542138888889,1077.47,893295.63,6531680.3,1028.22,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0107406-01,a,338,,2017/01/22,Réseau de base,CHALAMONT VI,0107406,CHALAMONT,,AIN (01),Borne 1994 en béton : Repère hémisphérique en laiton de 25 mm de diamètre,ok,2012,45.99390741944445,5.1709523611111115,327.514,868013.838,6546107.06,278.732,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0107406-02,b,339,,2017/01/22,Réseau de base,CHALAMONT VI,0107406,CHALAMONT,,AIN (01),Ponceau : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,,2012,45.99300613055556,5.172093575,324.774,868104.889,6546009.438,275.99,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0107406-03,c,207288,,2017/01/22,Réseau de base,CHALAMONT VI,0107406,CHALAMONT,,AIN (01),Regard : Croix S.E : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2012,45.992884305555556,5.171427072222222,326.027,868053.691,6545994.496,277.244,0.01,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0109301-01,a,441,J'.E.L3N3 - 3-II,2017/02/21,Réseau de base,CHATILLON-SUR-CHALARONNE I,0109301,CHATILLON-SUR-CHALARONNE,LES PETITES MURES,AIN (01),Borne 1948 en granit gravée IGN : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2016,46.107882519444445,4.946572355555555,311.261,850340.407,6558307.449,262.432,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0109301-04,c,444,J'.E.L3 - 34-I,2017/02/21,Réseau de base,CHATILLON-SUR-CHALARONNE I,0109301,CHATILLON-SUR-CHALARONNE,LES PETITES MURES,AIN (01),Muret du portail de la DDE : Repère hémisphérique 2003 en laiton de 12 mm de diamètre,,2016,46.11576530833334,4.9397188000000005,292.772,849789.688,6559169.549,243.951,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0109502-01,a,454,,2017/02/21,Réseau de base,CHAVANNES-SUR-SURAN II,0109502,CHAVANNES-SUR-SURAN,,AIN (01),Borne 1981 en granit gravée IGN : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2012,46.26935113888889,5.411929177777778,401.282,885723.766,6577222.296,352.116,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0109502-02,b,455,,2017/02/21,Réseau de base,CHAVANNES-SUR-SURAN II,0109502,CHAVANNES-SUR-SURAN,,AIN (01),Buse en béton : Repère en fonte triangulaire centre,ok,2012,46.269381833333334,5.411768063888889,402.494,885711.26,6577225.325,353.327,0.05,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0109502-03,c,456,C'.F.Q3 - 121-I,2017/02/21,Réseau de base,CHAVANNES-SUR-SURAN II,0109502,CHAVANNES-SUR-SURAN,,AIN (01),"Borne 1994 en polyester-béton : Repère hémisphérique en laiton de 25 mm de diamètre arraché Support en mauvais état, exploitation incertaine en 2012",ok,,46.26443896666667,5.430197305555556,368.367,887146.795,6576720.177,319.153,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0109502-05,d,207406,C'.F.Q3 - 122-I,2017/02/21,Réseau de base,CHAVANNES-SUR-SURAN II,0109502,CHAVANNES-SUR-SURAN,,AIN (01),Borne 2012 en béton : Repère à tête hémisphérique en laiton de 18 mm de diamètre,ok,2016,46.26815255555555,5.424206986111112,375.445,886672.973,6577118.204,326.238,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0111803-01,a,572,,2017/01/22,Réseau de base,CORBONOD III,0111803,CORBONOD,,AIN (01),Borne 1994 en béton : Repère hémisphérique en laiton de 25 mm de diamètre,ok,2013,45.96124795833334,5.817714541666667,403.434,918178.491,6544063.607,354.12,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0111803-02,b,573,,2017/01/22,Réseau de base,CORBONOD III,0111803,CORBONOD,,AIN (01),Réservoir : Terrasse supérieure : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2012,45.96305560277778,5.819476325,401.157,918307.684,6544269.087,351.85,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0115303-01,a,789,,2017/01/25,Réseau de base,ECHENEVEX III,0115303,ECHENEVEX,,AIN (01),Borne 1994 en polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2012,46.311152191666665,6.042336527777778,620.506,934066.153,6583537.404,570.548,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0115303-02,b,790,,2017/01/25,Réseau de base,ECHENEVEX III,0115303,ECHENEVEX,,AIN (01),Borne 1994 en polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2012,46.31110799722222,6.043145727777778,615.903,934128.568,6583534.899,565.944,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0119601-07,a,1016,C'J' - 128-I,2017/02/21,Réseau de base,JAYAT I,0119601,JAYAT,,AIN (01),Borne 1994 en béton : Repère à tête hémisphérique en laiton de 25 mm de diamètre,,2016,46.36855233611111,5.118398855555555,259.18,862831.579,6587586.498,210.714,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0119601-02,b,1011,C'J' - 128-II,2017/02/21,Réseau de base,JAYAT I,0119601,JAYAT,,AIN (01),Borne IGN 1984 en granit : Repère 1994 en laiton à tête hémisphérique de 12 mm de diamètre,,2016,46.36772371666667,5.119564819444444,256.779,862923.649,6587496.915,208.3,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0119601-06,c,1015,,2017/02/21,Réseau de base,JAYAT I,0119601,JAYAT,,AIN (01),Château d'eau : Plate-forme supérieure : Trou d'homme : Axe et sommet,,2012,46.36682422222222,5.120863,296.3,863026.09,6587399.74,247.86,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0119601-01,d,1010,,2017/02/21,Réseau de base,JAYAT I,0119601,JAYAT,,AIN (01),Clocher : Croix : Centre,,2012,46.36875902777778,5.119384333333333,305.45,862906.69,6587611.48,257.01,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0119601-05,e,1014,,2017/02/21,Réseau de base,JAYAT I,0119601,JAYAT,,AIN (01),Clocher : Renflement : Centre,,2012,46.36875902777778,5.119384333333333,302.84,862906.7,6587611.48,254.4,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0129801-02,a,1479,,2017/01/22,Réseau de base,PLAGNE I,0129801,PLAGNE,Champs d'Argent,AIN (01),Réservoir : Terrasse : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2012,46.19383703333333,5.723706211111112,865.417,910011.501,6569622.004,815.61,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0129801-05,d,1482,,2017/01/22,Réseau de base,PLAGNE I,0129801,PLAGNE,Champs d'Argent,AIN (01),Ancienne dalle en béton 2003 : Repère hémisphérique 2006 de 12 mm de diamètre,ok,2012,46.19374673333333,5.723394413888889,861.122,909987.815,6569611.153,811.314,0.05,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0129801-06,e,1483,,2017/01/22,Réseau de base,PLAGNE I,0129801,PLAGNE,Champs d'Argent,AIN (01),Réservoir : cheminée d'aération : coup de pointeau 2006 à l'axe et sommet,ok,2012,46.19382884444444,5.723642719444444,865.678,910006.639,6569620.927,815.87,0.05,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0129801-07,f,1484,S'.A.M3 - 139-I,2017/01/22,Réseau de base,PLAGNE I,0129801,PLAGNE,Champs d'Argent,AIN (01),Monument aux morts : Plateforme : Repère hexagonal 2003 scellé vers l'angle sud-ouest,ok,2016,46.19126932222222,5.727902780555556,827.177,910344.798,6569348.197,777.338,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0134402-01,a,1669,J'.E.K3M3 - 3-II,2017/01/22,Réseau de base,SAINT-DENIS-LES-BOURG II,0134402,SAINT-DENIS-LES-BOURG,,AIN (01),Borne 1994 en polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2012,46.20784193888889,5.187354219444445,285.008,868624.853,6569890.579,236.391,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0134402-02,b,1670,J'.E.K3M3 - 3-I,2017/01/22,Réseau de base,SAINT-DENIS-LES-BOURG II,0134402,SAINT-DENIS-LES-BOURG,,AIN (01),Dalle en béton : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2013,46.20710299444445,5.186599825,283.724,868568.984,6569806.939,235.091,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0137002-02,b,1814,J'.D.N3 - 144-III,2017/02/21,Réseau de base,SAINT-LAURENT-SUR-SAONE II,0137002,SAINT-LAURENT-SUR-SAONE,,AIN (01),Pont : Culée S.E. : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,,2016,46.30848479444444,4.850522066666667,231.737,842401.481,6580400.169,183.084,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0137002-04,c,1816,J'.D.N3 - 144-II,2017/02/21,Réseau de base,SAINT-LAURENT-SUR-SAONE II,0137002,SAINT-LAURENT-SUR-SAONE,,AIN (01),Borne IGN 2004 dans un massif de béton : repère hémisphérique en laiton de 12mm de diamètre,,2016,46.306721575,4.841772013888889,223.616,841732.835,6580188.669,174.92,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0142401-01,a,2064,,2017/01/22,Réseau de base,TRAMOYES I,0142401,TRAMOYES,,AIN (01),Borne 1994 en polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2012,45.867969144444444,4.951353505555556,322.189,851367.929,6531682.214,273.02,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0142401-02,b,2065,R'.B.M3 - 110-I,2017/01/22,Réseau de base,TRAMOYES I,0142401,TRAMOYES,,AIN (01),Borne 1946 en granit gravée IGN et 1944 : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2013,45.87495934166667,4.949629866666667,349.582,851215.088,6532454.939,300.411,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0142401-04,c,2067,R'.B.M3 - 110,2017/01/22,Réseau de base,TRAMOYES I,0142401,TRAMOYES,,AIN (01),Batiment du personnel : Repère de nivellement : Sommet,ok,2012,45.87420247222222,4.949800305555556,349.06,851230.38,6532371.24,299.892,0.1,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0144104-01,a,2150,R'.A.L3 - 63-I,2017/02/21,Réseau de base,VIEU-D'IZENAVE IV,0144104,VIEU-D'IZENAVE,,AIN (01),Borne 1994 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2016,46.077854369444445,5.528803783333333,703.56,895401.292,6556248.79,654.091,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0144104-02,b,2151,R'.A.L3 - 66-I,2017/02/21,Réseau de base,VIEU-D'IZENAVE IV,0144104,VIEU-D'IZENAVE,,AIN (01),Borne 1994 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,,2016,46.08131820277778,5.540212130555555,699.27,896270.142,6556661.547,649.778,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0200801-01,a,2266,,2017/02/21,Réseau de base,AIZY-JOUY I,0200801,AIZY-JOUY,,AISNE (02),Borne 1982 en granit gravée IGN : Repère hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2014,49.432147674999996,3.499379333333333,222.077,736236.237,6925970.619,177.72,0.01,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0200801-03,c,2268,,2017/02/21,Réseau de base,AIZY-JOUY I,0200801,AIZY-JOUY,,AISNE (02),Borne en pierre : Repère 1982 en bronze P.M.,ok,2014,49.4353135,3.4970191944444444,220.59,736062.76,6926321.76,176.23,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0200801-05,d,207321,,2017/02/21,Réseau de base,AIZY-JOUY I,0200801,AIZY-JOUY,,AISNE (02),Borne béton 2007 : repère hémisphérique en laiton de 25 mm de diamètre,ok,2014,49.43622765,3.5147503472222223,129.708,737348.622,6926431.705,85.341,0.05,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0207801-04,a,2504,G.D.Q3 - 108-I,2017/02/21,Réseau de base,BESME I,0207801,BESME,,AISNE (02),Borne 1995 en polyester-béton : Repère laiton de 25 mm de diamètre,ok,2016,49.53876694722222,3.1612767388888887,111.913,711678.491,6937730.959,67.769,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0207801-01,b,2501,,2017/02/21,Réseau de base,BESME I,0207801,BESME,,AISNE (02),Borne 1985 en granit gravée IGN : Repère 1995 hémisphérique en laiton de 12 mm de diamètre,ok,2014,49.53992173611111,3.1738501666666665,119.225,712588.684,6937861.386,75.072,0.05,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0207801-02,c,2502,,2017/02/21,Réseau de base,BESME I,0207801,BESME,,AISNE (02),Château d'eau : Plate-forme supérieure : Repère bronze GM au centre,ok,2014,49.540068472222224,3.174179333333333,146.27,712612.48,6937877.77,102.112,0.1,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0213004-01,a,2678,,2017/02/11,Réseau de base,BUCILLY IV,0213004,BUCILLY,,AISNE (02),Borne 1986 en granit gravée IGN : Repère hémisphérique 1995 en laiton de 12 mm de diamètre,,2014,49.89292096111111,4.09562195,255.916,778787.623,6977681.0,210.72,0.05,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0213004-03,b,2680,,2017/02/11,Réseau de base,BUCILLY IV,0213004,BUCILLY,,AISNE (02),Collecteur d'eau : Repère à tête hémisphérique 1995 en laiton de 18 mm de diamètre : Angle N. O.,ok,2014,49.897647049999996,4.098406311111111,240.127,778980.519,6978209.83,194.93,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0225402-05,a,3096,,2017/01/20,Réseau de base,CUTRY II,0225402,CUTRY,,AISNE (02),Regard de télécommunication : Repère hémisphérique 1995 en laiton de 25 mm de diamètre,ok,2014,49.330631133333334,3.193622725,201.222,714077.532,6914579.328,157.03,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0225402-01,b,3092,,2017/01/20,Réseau de base,CUTRY II,0225402,CUTRY,,AISNE (02),Borne 1982 en granit gravée IGN : Repère hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2014,49.34318187777778,3.1849702555555552,185.339,713445.176,6915974.051,141.15,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0225402-03,c,3094,,2017/01/20,Réseau de base,CUTRY II,0225402,CUTRY,,AISNE (02),Réservoir : Batiment des vannes : Terrasse supérieure : Repère en bronze 1982 P.M.,,2002,49.34323191666667,3.185098583333333,189.76,713454.49,6915979.64,145.58,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0225402-06,e,208018,G.D.S3 - 83a-I,2017/01/20,Réseau de base,CUTRY II,0225402,CUTRY,,AISNE (02),Borne 2014 polyester-béton avec radier béton: Repère à tête hémisphérique de 25 mm de diamètre,ok,2014,49.32228259722223,3.1836450916666665,175.123,713354.259,6913648.856,130.929,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0230504-01,a,3270,L.B.L3N3 - 1-I,2017/01/20,Réseau de base,FERE-EN-TARDENOIS IV,0230504,FERE-EN-TARDENOIS,,AISNE (02),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,,2014,49.20176254722222,3.5133237305555554,171.6,737414.674,6900348.465,127.222,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0231702-01,a,3339,,2017/02/21,Réseau de base,FLUQUIERES II,0231702,FLUQUIERES,,AISNE (02),Borne 1987 gravée IGN : Repère à tête hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2014,49.80263118888889,3.1475535166666666,139.004,710629.883,6967094.006,94.97,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0231702-06,b,3344,,2017/02/21,Réseau de base,FLUQUIERES II,0231702,FLUQUIERES,,AISNE (02),Muret en béton : Repère à tête hémisphérique 1995 en laiton de 18 mm de diamètre,ok,2014,49.79642318055556,3.1348572277777778,134.87,709716.413,6966401.388,90.809,0.05,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0231702-02,c,3340,,2017/02/21,Réseau de base,FLUQUIERES II,0231702,FLUQUIERES,,AISNE (02),Château d'eau : Axe et sommet : Spit 1987,,2014,49.80309141666666,3.1485718055555556,160.64,710703.15,6967145.37,116.6,0.1,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0231702-03,d,3341,,2017/02/21,Réseau de base,FLUQUIERES II,0231702,FLUQUIERES,,AISNE (02),Clocher : Centre boule,,2014,49.80426108333333,3.152789611111111,166.74,711006.75,6967276.14,122.699,0.1,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0231702-04,e,3342,,2017/02/21,Réseau de base,FLUQUIERES II,0231702,FLUQUIERES,,AISNE (02),Clocher : Centre croix,,2014,49.80426108333333,3.1527896388888887,167.96,711006.75,6967276.14,123.92,0.1,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0244901-01,a,3796,,2017/01/20,Réseau de base,MACOGNY I,0244901,MACOGNY,,AISNE (02),Borne 1982 en granit gravée IGN : Repère hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2014,49.159019091666664,3.2312263083333335,206.515,716867.43,6895497.223,162.281,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0244901-03,b,3798,,2017/01/20,Réseau de base,MACOGNY I,0244901,MACOGNY,,AISNE (02),Réservoir semi-enterré : Batiment des vannes : Terrasse supérieure : Repère 1982 en bronze,ok,2014,49.15903263055555,3.2313290416666667,209.301,716874.92,6895498.751,165.07,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0244901-04,c,3799,,2017/01/20,Réseau de base,MACOGNY I,0244901,MACOGNY,,AISNE (02),Réservoir semi-enterré : Cheminée d'aeration : Axe et sommet,,2014,49.15899841666666,3.2313405555555557,210.93,716875.77,6895494.95,166.69,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0247204-01,a,3892,,2017/02/01,Réseau de base,MAUREGNY-EN-HAYE IV,0247204,MAUREGNY-EN-HAYE,,AISNE (02),Borne 1995 en béton Nord : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2014,49.55649073611111,3.8062104138888886,135.181,758358.8,6939989.132,90.64,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
0247204-02,b,3893,,2017/02/01,Réseau de base,MAUREGNY-EN-HAYE IV,0247204,MAUREGNY-EN-HAYE,,AISNE (02),Borne 1995 en béton Sud : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2014,49.548844275,3.8044708999999997,139.531,758241.555,6939137.045,94.999,0.05,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
